word_count,char_count,char_count_no_spaces,sentence_count,avg_word_length,avg_sentence_length,unique_word_count,lexical_diversity,digit_count,digit_ratio,uppercase_count,uppercase_ratio,punctuation_count,punctuation_ratio,syllable_count,flesch_kincaid_score,is_short_text,is_long_text
167,1073,907,1,5.431137724550898,167.0,123,0.7365269461077845,0,0.0,0,0.0,0,0.0,386,-149.17877245508978,0,1
417,2994,2578,1,6.182254196642686,417.0,269,0.645083932853717,0,0.0,0,0.0,0,0.0,1123,-497.11703836930457,0,1
196,1331,1136,1,5.795918367346939,196.0,149,0.7602040816326531,0,0.0,0,0.0,0,0.0,479,-194.84204081632652,0,1
322,2148,1827,1,5.673913043478261,322.0,234,0.7267080745341615,0,0.0,0,0.0,0,0.0,779,-357.16220496894414,0,1
643,4482,3840,1,5.9720062208398135,643.0,439,0.6827371695178849,0,0.0,0,0.0,0,0.0,1612,-779.7356065318818,0,1
302,1820,1519,1,5.029801324503311,302.0,206,0.6821192052980133,0,0.0,0,0.0,0,0.0,653,-315.7163245033113,0,1
610,4294,3685,1,6.040983606557377,610.0,397,0.6508196721311476,0,0.0,0,0.0,0,0.0,1490,-732.9666393442623,0,1
284,1975,1692,1,5.957746478873239,284.0,212,0.7464788732394366,0,0.0,0,0.0,0,0.0,706,-311.76852112676056,0,1
1507,9258,7752,1,5.143994691439947,1507.0,784,0.5202388852023888,0,0.0,0,0.0,0,0.0,3283,-1883.1928699402788,0,1
212,1589,1378,1,6.5,212.0,166,0.7830188679245284,0,0.0,0,0.0,0,0.0,581,-233.47301886792454,0,1
1020,7284,6265,1,6.142156862745098,1020.0,730,0.7156862745098039,0,0.0,0,0.0,0,0.0,2636,-1274.4822549019607,0,1
289,2059,1771,1,6.1280276816609,289.0,212,0.7335640138408305,0,0.0,0,0.0,0,0.0,708,-316.09960207612454,0,1
134,933,800,1,5.970149253731344,134.0,107,0.7985074626865671,0,0.0,0,0.0,0,0.0,351,-124.79111940298509,0,1
822,5677,4856,1,5.907542579075426,822.0,531,0.6459854014598541,0,0.0,0,0.0,0,0.0,2076,-1013.5504014598541,0,1
672,4794,4123,1,6.135416666666667,672.0,462,0.6875,0,0.0,0,0.0,0,0.0,1734,-821.8444642857143,0,1
279,1754,1476,1,5.290322580645161,279.0,190,0.6810035842293907,0,0.0,0,0.0,0,0.0,601,-285.3277240143369,0,1
103,644,542,1,5.262135922330097,103.0,82,0.7961165048543689,0,0.0,0,0.0,0,0.0,216,-53.09995145631068,0,1
444,3233,2790,1,6.283783783783784,444.0,349,0.786036036036036,0,0.0,0,0.0,0,0.0,1167,-528.3305405405406,0,1
